2020-08-31 10:28:09.043 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.357 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.358 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.359 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.360 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.361 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.363 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.364 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.366 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.367 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.368 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.369 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.369 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.370 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.371 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.373 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.373 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.374 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.375 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.376 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.377 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.377 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.378 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.379 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.380 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.380 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.381 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.384 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.385 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.386 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.386 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.387 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.388 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.389 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.389 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.390 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.391 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.393 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.394 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.395 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.395 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.396 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.397 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.398 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.398 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.399 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.400 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.401 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.401 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.403 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.405 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.406 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.406 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.407 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.408 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.409 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.410 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.413 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.414 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.414 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.415 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.416 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.418 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.419 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.420 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.421 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.421 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.423 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.424 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.425 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.426 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.427 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.427 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.429 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.430 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.431 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.433 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.433 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.434 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.435 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.436 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.436 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.437 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.438 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.439 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.439 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.440 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.443 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.444 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.445 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.445 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.446 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.447 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.448 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.448 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.449 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.450 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.451 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.451 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.453 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.454 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.455 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.456 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.456 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.457 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.459 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.460 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.461 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.464 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.465 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.466 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.468 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.470 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.471 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.473 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.474 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.476 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.477 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.478 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.479 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.481 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.485 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.486 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.487 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.489 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.490 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.491 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.492 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.495 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.496 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.497 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.498 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.499 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.500 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.501 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.502 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.505 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.507 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.508 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.509 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.511 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.512 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.514 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.516 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.517 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.518 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.520 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.521 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.522 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.525 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.527 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.528 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.529 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.529 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.530 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.531 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.532 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.532 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.534 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.536 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.537 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.538 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.539 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.540 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.542 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.545 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.547 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.548 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.549 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.551 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.552 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.554 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.555 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.556 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.557 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.558 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.559 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.560 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.561 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.562 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.562 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.564 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.565 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.566 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.566 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.567 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.568 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.569 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.569 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.570 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.571 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.574 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.575 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.576 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.576 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.577 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.578 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.579 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.579 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.580 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.581 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.584 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.585 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.586 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.587 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.588 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.589 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.589 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.590 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.591 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.592 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.594 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.595 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.595 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.596 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.597 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.598 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.598 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.599 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.600 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.601 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.604 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.605 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.606 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.606 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.607 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.608 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.609 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.610 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.610 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.611 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.612 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.615 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.616 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.617 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.617 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.618 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.619 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.620 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.620 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.621 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.623 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.625 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.626 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.627 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.628 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.628 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.629 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.630 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.631 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.631 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.633 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.635 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.636 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.637 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.637 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.638 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.639 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.640 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.640 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.641 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.642 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.643 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.645 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.646 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.647 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.647 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.648 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.649 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.649 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.650 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.651 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.653 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.656 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.657 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.658 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.660 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.662 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.663 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.665 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.666 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.666 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.668 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.669 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.669 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.670 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.672 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.673 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.677 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.679 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.679 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.680 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.682 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.683 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.684 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.686 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.687 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.688 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.689 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.689 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.690 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.691 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.693 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.694 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.696 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.697 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.698 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.699 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.699 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.700 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.701 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.702 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.703 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.704 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.708 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.710 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.711 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.711 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.712 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.713 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.714 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.716 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.716 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.717 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.718 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.719 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.719 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.720 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.721 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.722 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.723 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.723 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.724 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.728 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.729 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.729 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.730 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.731 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.732 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.733 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.733 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.734 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.736 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.737 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.738 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.739 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.740 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.740 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.741 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.742 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.743 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.744 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.744 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.746 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.747 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.749 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.750 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.751 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.752 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.753 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.754 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.754 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.756 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.757 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.758 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.759 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.760 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.761 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.762 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.763 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.764 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.764 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.766 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.767 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.768 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.768 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.769 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.770 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.771 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.771 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.772 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.773 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.774 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.776 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.777 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.778 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.779 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.779 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.780 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.781 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.781 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.782 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.783 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.784 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.784 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.787 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.788 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.789 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.790 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.790 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.791 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.792 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.793 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.794 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.795 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.797 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.797 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.798 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.799 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.800 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.800 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.801 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.802 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.803 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.803 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.805 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.808 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.810 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.811 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.812 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.813 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.814 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.815 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.817 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.818 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.818 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.819 -07:00 [ERR] Hello, world!
2020-08-31 10:28:31.820 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.821 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.821 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.822 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.823 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.824 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.827 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.828 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.830 -07:00 [INF] Hello, world!
2020-08-31 10:28:31.831 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.831 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.833 -07:00 [WRN] Hello, world!
2020-08-31 10:28:31.834 -07:00 [FTL] Hello, world!
2020-08-31 10:28:31.835 -07:00 [WRN] Hello, world!
